id	qid1	qid2	question1	question2	is_duplicate
4777	9434	9435	Is Israel funding ISIS?	Are Israel and ISIS allies?	1
4778	9436	9437	How do I convert numpy arrays to MATLAB arrays?	Is it possible to export numpy arrays to Matlab?	1
4779	9438	2389	Why can't India get more medals in every Olympics?	Why is India failing so miserably at the Rio Olympics?	1
4780	9439	9440	Which is the better nucleophile alcohol or water?	Why is ammonia a stronger nucleophile than water?	0
4781	9441	9442	Do you like being lazy?	Can being lazy be good for you?	0
4782	9443	501	How do I reset my Gmail account password?	How can you recover your Gmail password?	1
4783	9444	9445	Do you think India will be able to curb blank money?	How can Seychelles help India in curbing black money?	0
4784	9446	9447	Where is the worst traffic in the world?	Which cities in the world face the biggest traffic problems?	0
4785	9448	9449	What do you fear most about getting old?	What scares you about getting old?	1
4786	9450	9451	What is the most disturbing dream you've ever had?	What is the most bizarre dream you have ever had?	1
4787	9452	9453	What can I do when the police won't do anything?	After an assault, can a victim press charges if the police won't?	0
4788	9454	9455	What will happen to the old notes which will be taken back by the government?	What will happen to the old notes that are deposited to the banks?	1
4789	9456	9457	Which are the best places to learn Spanish abroad?	What is the best place to learn the Spanish language?	1
4790	9458	9459	Is The Force Awakens the exact same plot as A New Hope?	Is it just me, or does Star Wars the Force Awakens copy the New Hope?	1
4791	9460	9461	How do you become more intelligent?	What can I do to become more intelligent?	0
4792	9462	9463	Is homosexuality against the laws of nature?	Is homosexuality natural?	1
4793	9464	9465	What is the best iphone keyboard?	iOS 8: What is the best (third-party) keyboard to use?	0
4794	9466	9467	Where is the Baraka River located, and how does it compare to the Salween River?	Where is the Baraka River located, and how does it compare to the Nile?	0
4795	9468	9469	Does Sound Engineering come under STEM?	Which engineering college comes under tier II in India?	0
4796	9470	9471	Is premarital sex ok?	Have you had premarital sex?	0
4797	9472	9473	How can you break a lease in Colorado?	What are some tips for breaking a lease?	0
4798	9474	1564	What are part time jobs that can work from home?	What are some of the best paid part time jobs that can be done from home?	1
4799	9475	9476	What is difference between subject and object?	What is the difference between objective observation and subjective interpretation?	0
4800	9477	9478	What can I do to become an automobile engineer, after graduation in mechanical engineering?	What can I do after graduation in mechanical engineering?	0
4801	9479	9480	Is Stevie Wonder married?	Is Elizabeth Holmes married?	0
4802	9481	9482	Can the world's oil reserves be depleted?	Can the world's oil reserves ever be depleted?	1
4803	9483	9484	Why do bad things seem to happen to good people?	Do bad things happen to good people? Or do bad things create good people?	1
4804	9485	9486	Can you own a pet sloth in Colorado?	Can you own a pet sloth in California?	0
4805	9487	9488	What TV series do you watch and why?	Which TV series should are worth watching?	1
4806	9489	9490	Are Greek gods real?	Do Greek gods exist? Why or why not?	1
4807	9491	9492	How do I find the salary for each character in Les Misérables 2012 movie?	Les Misérables (2012 movie): How did Marius and Eponine meet?	0
4808	9493	9494	How can I use crying to release buried emotional pain (loneliness, a bit of grief)?	How can we get the facts on politics when there is always two sides to the story?	0
4809	9495	9496	How come ISIS has never attacked Israel?	Why are there no ISIS attacks on Israel?	1
4810	9497	9498	Aadhar Card: what should one do with URN No of 12 digits when website asks for 14 Digits?	I lost my Aadhaar card sometime back. I don't have Aadhaar number, the receipt, nothing. How can I get a new Aadhar card without having any knowledge of the lost one?	0
4811	9499	9500	Why informatica mdm?	What is Informatica MDM?	0
4812	9501	9502	Can betting on horses make me 10 million a year like bill benter?	Can betting on sports make me 10 million a year like bill benter?	1
4813	9503	9504	Which programming language is in demand in Australia?	Which programming language will be in demand?	0
4814	9505	9506	Why do you get taxed on minimum wage?	Why is there a minimum wage?	0
4815	2937	9507	Is it possible to root an iOS into an Android phone?	Is it possible to run iOS apps on an Android phone?	1
4816	9508	6261	How do I address formally two persons in an email?	I forgot my password and the email address I used to create my Snapchat account. How can I log in or at least change my email address or password?	0
4817	9509	9510	How do I prepare for my eco hons entrance exam for presidency university?	How I prepare for an NICMAR entrance exam?	0
4818	9511	9512	What is your greatest professional achievement?	Which is your greatest achievement?	1
4819	9513	9514	What companies will Apple acquire in 2015?	What companies did Apple acquire in 2013?	0
4820	9515	9516	What is the definition of notorious service?	Who was the most notorious sniper in all of history?	0
4821	9517	9518	Does Instagram support GIFs?	How do I get more followers on Instagram?	0
4822	9519	9520	If infinite dark/vacuum/gravitational energy can be created as universe expands, does it mean that their potentiality or potential energy is infinite?	If more vacuum gravitational and dark energy is created as universe expands can infinite of these be created as they appear without limit?	1
4823	9521	9522	How do I increase my concentration?	How do we increase concentration?	1
4824	9523	9524	What books can I read to learn more about secular Buddhism?	Which books should I read to learn about Buddhism?	0
4825	9525	9526	What is the timing and day of Comedy nights bachao taza telecast on colors?	What is the most productive time of your day and why? Are you an early riser or a night owl?	0
4826	9527	9528	What do men think is the best hairstyle on women?	What is the best gel/wax/pomade for a modern slicked back hairstyle for men?	0
4827	9529	9530	What makes you confident?	What makes you feel most confident?	1
4828	9531	9532	Which are the best songs/music that can be listen while working out?	What are the best songs to listen to while running/working out?	1
4829	9533	9534	How can I make people want to be with me?	How do I make other people want to be around me?	1
4830	9535	9536	Why has apple stopped innovating?	Has Apple stopped innovating?	1
4831	9537	9538	What are the best mobile app development companies in UAE?	Who are the best mobile app development companies?	0
4832	9539	9540	Why do dogs and cats do not get along?	How do dogs and cats get along?	0
4833	9541	9542	Is it possible to retrieve an old conversation transcript from Kik Messenger?	How popular is Kik Messenger in India?	0
4834	9543	9544	How much is a Wm Rogers spoon worth?	Is there a difference between Jewish communities and Jewish believers in Jesus?	0
4835	9545	9546	What are current rush hour traffic patterns like in the San Francisco Bay Area?	Where should I move to from the San Francisco Bay Area?	0
4836	9547	9548	How is Queen Elizabeth II's health?	How is Queen Elizabeth II related to Queen Elizabeth I?	0
4837	9549	9550	How do you tell someone you don't love them?	How do I tell someone I love them?	0
4838	9551	9552	Is it possible that a married man can truly love his other woman if he doesn't want to let her go but the latter wants out already?	Did prophet Muhammad order any man, other than his adopted son Zayd, to divorce his wife so he could marry her?	0
4839	9553	9554	What are the best haircuts for round faces?	What is the best haircut for women with round faces?	0
4840	9555	9556	Will an MS from NUS in electrical engineering provide good job opportunities in India?	Is the MS from NUS have any value in India? (from job point of view)	1
4841	9557	9558	How much does an actor in a commercial get paid?	How much do star actors get paid for major voiceover roles?	0
4842	9559	9560	SOS: I forgot to take the piece of tissue paper out of my trousers' pocket before washing them with my other clothes in my washing machine. Now all my washed clothes are full with residue of that piece of tissue paper. What's the best solution to solve this problem?	What should I do if my clothes smell bad after washing them?	0
4843	9561	9562	What is the difference between a motif and a domain in a protein?	What is the structural difference between a protein and a peptone?	0
4844	9563	9564	Does SAP certification matter a lot to fetch the first job ?	How should I increase my chances of getting a SAP profile job (without having to get a certification as it is pretty expensive)?	0
4845	9565	9566	Is astrology true? Should we believe it or not?	Do you believe in horoscope?	1
4846	9567	9568	How does teenage pregnancy affect education and society?	How does teenage pregnancy affect education?	1
4847	9569	9570	Is career launcher's study materials good for CLAT?	How is the study material for CLAT from career launcher?	1
4848	9571	9572	How can I know if someone blocked me from their moment on WeChat?	How do I know if someone block me on their wechat moments?	0
4849	9573	9574	Can a 32 bit processor run 64 bit OS's?	What does it mean to have a 32 bit processor running 64 bit OS? Is it even possible?	0
4850	9575	9576	What is the importance of determining the epicenter of an earthquake?	How much time does it take for an earthquake of a 7 to 8 magnitude to reach its peak level in its epicenter zone?	0
4851	9577	9578	How do you pass time while waiting?	How do I pass time?	0
4852	9579	5594	Can piperlongumine cure cancer?	Why is the cure for cancer so elusive?	0
4853	9580	9581	What are some great applications of IC 741 (for a simple electronics project)?	Electronics: Why the enable pin of most of the IC's is active low? Does it have any significance?	0
4854	9582	9583	Which or what are the best laptops under 35 to 40000 in India?	Which is the best laptop to buy under 40000 INR?	1
4855	9584	9585	Was Mozart deaf?	Was Mozart a very abused man?	0
4856	9586	9587	Can I use Google Allo on my computer?	How can I use Google Allo on Xiaomi Mi tablet?	0
4857	1062	9588	How imminent is world war III?	Will there be a World War III soon?	1
4858	9589	9590	How can I get more views on YouTube videos?	How can I get more traffic to my YouTube videos?	1
4859	9591	9592	Can you follow someone on Facebook without being their friend?	Do you follow all your friends on Facebook?	0
4860	3667	9593	How can Jio work in a 3G phone?	Can I use Jio sim in 3G handset phone?	1
4861	9594	9595	How often do Bill and Hillary Clinton see each other?	How might have Bill Clinton and Hillary Rodham each turned out if they hadn't met at Yale Law School?	0
4862	9596	9597	How did Donald Trump win the 2016 US Presidential Election?	How did Donald Trump win the election?	1
4863	9598	9599	How many vacancies will be there in ssc cgl 2016-2017?	How many vacancies are there for SSC CGL 2015-2016?	0
4864	9600	9601	What are DOM charges in SBI?	After demonetization, RBI announced that there is no service charge on debit card usage. Then why is SBI charging DOM surcharge for petrol?	0
4865	9602	9603	What are the trickiest questions asked in an interview?	What are the trickiest questions that tech companies will ask in a job interview?	0
4866	9604	9605	Who colonized China? When?	Why didn't China colonized Africa like the Europeans?	0
4867	9606	9607	Why is carbon such an important element for life? What is its purpose?	Are all chemical elements capable of forming life (like carbon does on Earth)?	0
4868	9608	9609	How do I make a unmanned aerial vehicle?	How we can make drones?	1
4869	9610	9611	How did caterpillars evolve to digest themselves in the cocoon?	What is the evolutionary advantage of metamorphosis?	0
4870	9612	9613	How do I root an HTC Desire 826?	How do I root htc desire 826?	1
4871	9614	9615	Can Obama legally declare martial law and suspend the elections? Given the recent revelations, would congress actually allow him to do this?	Will President Obama declare martial law and remain in power if Trump is elected?	1
4872	9616	9617	Which of these is better for an MBA- IIFT-Delhi, MICA (Mudra Institute) or IMT-Gaziabad?	How good are the job placements for MICA (Mudra Institute of Communications) Ahmedabad? Does anyone get an international offer?	0
4873	9618	9619	How do I capture HTTPS packets between the Internet and Chrome Browser?	Why do most people of other countries know about India but don't know anything about Bangladesh?	0
4874	9620	9621	What are Hillary's qualifications to be president?	What are Hillary Clinton’s qualifications to be President?	1
4875	1105	9622	What are the hacks in daily life?	What are the best hacks that we can use it in our daily life?	1
4876	9623	9624	Are there any Diwali offers available in Bangalore and Chennai?	Are there any engineering colleges in Bangalore that offer biomedical engineering (not biotech)?	0
4877	9625	9626	Can I turn off my PC during external HD formatting?	What would be the life of a hard disk (external) if it is kept turned on every day or switched off very rarely?	0
4878	9627	9628	Who are the most underrated actors/actresses in bollywood?	Who is the most versatile but underrated actress in Bollywood?	1
4879	9629	9630	What are the best interior design institutes in india?	Which is the best interior designing institute in Delhi/NCR?	0
4880	9631	9632	Why is the prime minister more powerful in India whereas the president is more powerful in the US?	Compare the powers of President and Prime Minister of India?	1
4881	9633	9634	How will demonitization stop black money?	Will the demonetization really eradicate black money?	1
4882	9635	9636	Why does only lithium react with nitrogen while the other alkali metals do not?	Why and how do alkali metals react with iodine?	0
4883	9637	9638	What should be the first text to a girl whom you just met?	How do you text a girl you just met?	0
4884	9639	9640	How do I improve my Chemistry score in NEET?	How do I improve my score in NEET 2?	0
4885	9641	9642	How do I make friends once and for all?	How can you make a friend?	1
4886	9643	9644	AIIIMS OR USMLE Which is the tougher post graduate exam?	Which exam is harder, the USMLE or the bar exam?	0
4887	9645	9646	What are some iconic quotes about Rahul Dravid?	Cricket Players: What are some great lines said for Sachin Tendulkar?	0
4888	9647	9648	Have you ever met an upcoming actor, actress or singer who you knew would go far in their career?	What is the best performance ever by a leading actor/actress in a TV series? Why?	0
4889	9649	9650	What are some interesting sites on the deep web?	Are there ways to access the dark web other than Tor, I2P, or Freenet?	0
4890	9651	9652	What's the best pickup line you have heard?	What are the best pickup lines you've ever heard?	1
4891	9653	9654	What can I expect when pursuing a degree in computer science?	What are the worst reasons to pursue a computer science degree?	0
4892	9655	9656	Can you find someone with a picture?	How do I Find a persons real name with a picture?	1
4893	9657	9658	How do I become more strategic?	How does one become more strategic?	1
4894	9659	9660	Audio Equipment: What is the best Headphone under Rs 2K available in India?	What are the best headphones under Rs. 2000 in India?	1
4895	9661	9662	What are your new year resolutions’2017?	What Is your New year resolutions in 2017?	1
4896	9663	9664	"In act one of ""Romeo and Juliet"", what are some oxymorons?"	Is the tragedy in Romeo and Juliet fate?	0
4897	9665	9666	What medical condition is associated with a hard pea sized lump under my skin?	How can I treat a hard pea sized lump under my skin?	1
4898	882	9667	Why is Saltwater Taffy candy imported in Greece?	Why is Saltwater Taffy candy imported in Italy?	1
4899	9668	9669	This yr m giving cbsc board.my tution sir marked me some important question. I followed that.but there is no improve?	I'm pretty fed up with Quora telling me my questions need improving but not giving me enough characters to improve them! Why is that?	0
4900	9670	9671	"What is the Tamil name for ""a letter/news that brings joy/happiness""?"	What is the difference between joy and happy?	0
4901	9672	9673	Is a salary of 65k enough to live comfortably in New York?	Can a family of 4 live comfortably by $1800/salary?	0
4902	9674	9675	How do I remove light scratches from car?	What are some DIY ways to remove scratches from car?	1
4903	5144	9676	How attractive would you rate your physical traits, on a scale of 1 to 10?	How good looking are you in your own opinion on a scale from 1 to 10?	1
4904	9677	9678	How can you tell someone who has no ability to feel empathy, that they are lacking empathy specifically when they are convinced they do everything to please other people?	What is the best way to develop empathy?	0
4905	9679	9680	Why does Harry Potter wear glasses?	If Harry Potter is so magical then why can't he fix his eyesight?	1
4906	9681	9682	"Do you believe in the theory of ""Ancient Aliens""?"	Why do people believe in the ancient aliens theory?	0
4907	9683	9684	How do startup employees consistently work for such long hours?	As a employee working in a startup, how many hours per week do you work in average?	0
4908	9685	9686	Which is a suitable inpatient drug and alcohol rehab center near Johnson County IN?	Which is a suitable inpatient drug and alcohol rehab center near Johnson County GA?	0
4909	9687	9688	What are the different types of pit bulls?	How can you identify a Gotti / Razor’s Edge pit bull?	0
4910	9689	9690	What is awesome?	What is awesome? Why?	1
4911	9691	9692	How is the word 'education' used in a sentence?	"How is the word ""obstinate"" used in a sentence?"	0
4912	9693	9694	Does money mean success?	Does success mean to have money or does money mean to have success?	1
4913	9695	9696	How can I create a smartphone for the OS I’ve created?	I just got a big promotion at work which was supposed to come with a comparable salary increase. However, today my boss came to me and said we would like you to create your own bonus scheme. I'd like to take advantage of this opportunity, tell me how I can be creative and respond back to her?	0
4914	9697	9698	What are best Hollywood movies?	What is your best Hollywood movie and why?	1
4915	4475	5882	"Why are some questions marked as ""needing improvement"" when clearly they do not need improving?"	Can people still see questions that are marked as needing improving?	1
4916	9699	9700	I recently helped my friend sell his land. Should I file tax returns? If so what would be the calculation?total income = 22 L	If my 1042s form is not received and the withholding company doesn't respond to my request, what should I do to file my tax return?	0
4917	9701	9702	Is black hole a gateway to another universe with different laws of physics?	Would a black hole be the exit of this universe?	1
4918	9703	9704	If more vacuum energy appears with expansion and it has no limit, can infinite of this energy be created? If yes is energy infinite?	How is dark/vacuum energy created with the universe conserved if it is not conserved? Can infinite of these be created?	1
4919	9705	9706	Why do women leave their marriage?	Why do women marry to leave their parents?	0
4920	9707	9708	What are the best historical books on John Muir?	What are the best C++ books?	0
4921	9709	9710	How can I change the file upload size on WordPress?	Wordpress: Sometimes I need to upload a file that is larger than themaximum upload file size  and I am stopped because the max upload size is 8mb. So, How can I increase the maximum file upload size in WordPress?	0
4922	9711	9712	How can I cure vitiligo?	I have vitiligo. Is there any cure for it or is there a medication for it?	1
4923	9713	9714	What should be the timeline for applying to a us university for undergraduate (I am in 11 standard)?	"What is log+ (where ""+"" is a superscript)? Is it the same as ln?"	0
4924	9715	9716	How do I find a translator?	"How would you translate ""一百回""?"	0
4925	9717	9718	How do you motivate yourself to study?	How can I motivate myself to get into study?	1
4926	9719	6424	How do I know whether a person is lying?	How do you know if a person is lying?	1
4927	9720	9721	Do guys like skinny girls or girls who are thick?	Do guys prefer skinny girls?	1
4928	9722	9723	How can I promote my business in Twitter?	How do I promote business on Twitter?	1
4929	9724	9725	What is the best gift you've received?	What is the best tangible gift you've ever received?	1
4930	9726	9727	How can I start up a small business?	How do I find investors for my startup?	0
4931	9728	9729	How does a PC makes me powerful?	Is it possible for a country like India to be caste free?	0
4932	9730	9731	What's a good workout program and a diet for a 14 year old male?	What's a great workout program and diet for a 14 year old male?	1
4933	9732	9733	Is sex necessary in a relationship?	How important is sex in a relationship?	1
4934	9734	9735	What is diabetics?	What is diabetes?	0
4935	9736	9737	What are some alternatives ways to lose 30 pounds in 1 month?	Which exercises can boost you enough to lose 30 pounds in 1 month?	1
4936	9738	2605	How do I keep the faith when everything is going wrong in my life?	What is the purpose of life?	0
4937	9739	9740	How do I get rid of scalp acne?	How do I get rid of face pimples?	1
4938	9741	9742	Which are the must read news columns/blogs in the International/National media?	What is the best blog to follow the world news?	0
4939	9743	9744	What are the best job fairs near Detroit? When and where are they held? What were your experiences at them?	What are the best job fairs near Atlanta? When and where are they held? What were your experiences at them?	0
4940	9745	292	Does Tango currently offer new employees stock options or RSUs?	Does Uber currently offer new employees stock options or RSUs?	0
4941	9746	9747	"Can we start a sentence with"" as well as""?"	"Can you start a sentence with ""it""?"	0
4942	9748	9749	What prevented Harry Potter from becoming an Obscurial?	Why wasn't Harry Potter an Obscurial? ﻿	1
4943	9750	9751	What is the best way to make ourselves happy?	How can we make ourselves happy?	0
4944	9752	9753	What can I do to get better grades next quarter?	How can I get better grades?	1
4945	9754	2606	What will be the effect of banning 500 and 1000 Rs notes on real estate sector in India? Can we expect sharp fall in prices in short/long term?	How will real estate prices be affected in India after banning of 500 and 1000 rupees notes?	1
4946	9755	9756	How has German preserved its grammatical cases while most other Germanic languages have lost theirs?	How closely related are German and English?	0
4947	9757	9758	What is the life of ies?	How is the life of an IES?	1
4948	9759	9760	What are main parts of the circulatory system and their functions?	What are the three main parts of the circulatory system, and what function does each serve?	1
4949	9761	9762	Can humans control their dreams anytime they want?	Do dream jobs exist? Can people secure their dream job if they put in their best effort to pursue them?	0
4950	9763	9764	Do we have any solid proof of life on other planets?	Why do other planets have no life?	0
4951	9765	9766	Why do girls moan during sex?	Do most people make noise during sex?	1
4952	9767	9768	What would be next strike from PM Modi after Demonetisation?	What will be the next move by PM Modi to improve India?	1
4953	9769	9770	Which is the best speech you ever heard?	What is the worst speech you ever heard?	0
4954	9771	9772	What are the advantages and disadvantages of 4G technology?	What are the disadvantages of wireless communication? What are the advantages?	0
4955	9773	9774	What is the limit of cos^2(1/(x^2)) as x->0?	What is the limit of cos?	0
4956	9775	9776	What are Accenture's recruitment criteria?	What is the recruitment process of Accenture?	1
4957	9777	9778	What does it mean to be a writer?	What does it mean to be a creative writer?	0
4958	9779	9780	"Why is a BJT called a ""current-controlled current source""?"	Why is current gain of power transistor low?	0
4959	9781	9782	How does London compare to New York City in terms of driving a car and traffic?	How does Vancouver compare to New York City in terms of driving a car and traffic?	0
4960	9783	9784	Are there any actual and safe swinging groups in Delhi?	Did anyone try StayUncle in Delhi? Is it safe to go there as a hometown couple?	0
4961	9785	9786	What is the Tumblr story?	What is tumblr?	0
4962	9787	9788	What is your opinion on the paleo diet for losing body fat?	What are some of your best tips to successfully lose weight on the Paleo diet?	0
4963	9789	9790	Is Demonitization going to help Indian economy?	How will this recently introduced Demonetisation improve Indian economy?	1
4964	9791	9792	Why are people not giving Trump a chance?	How do I deal with being picked on by a teacher?	0
4965	9793	9794	Why were dinosaurs so big?	The world's largest dinosaur discovered is a titanosaur. How big was his poop?	0
4966	9795	2292	How do you compare and contrast acids and bases?	How do you compare and contrast the properties of acids and bases?	1
4967	9796	9797	What are the most awesome places worth visiting in Chennai?	What are some unique places to visit in Chennai?	1
4968	9798	9799	How do I study a lot?	How do study a lot in a week?	0
4969	9800	9801	What are the best apps for the iPad 2	What are the top 5 apps I should get for my iPad 2, and why?	0
4970	9802	9803	Since Voldemort never told anyone about his Horcruxes, how did Regulus Black discover his secret?	Can Voldemort kill himself without destroying the Horcruxes?	0
4971	9804	9805	What shouldn't I do in India?	What should I not do when in India?	1
4972	9806	9807	Do I upload the full length Bollywood movies in youtube?	Does sim 2 of swipe elite plus support 3g?	0
4973	9808	9809	What is the fastest way to pass a drug test for meth?	How do you pass a drug test for opiates?	0
4974	9810	9811	What does learning how to learn how to code mean?	What are some of the best ways to learn programming?	0
4975	9812	9813	What are some warm blooded animals and what are their differences with cold blooded animals?	What are some examples of warm blooded and cold blooded animals?	0
4976	9814	9815	Is suzlon energy worth accumulating at this levels 17-18?	Is it worth to invest in suzlon energy?	0
4977	9816	9817	How could I get more followers on AngelList?	How does a startup get more followers on AngelList?	0
4978	9818	9819	I am a B.Sc Computer science student studying at Loyola Chennai. I am concerned about the acceptance/fee structure in top European universities?	Is a 0.59 hip to waist ratio normal?	0
4979	9820	9821	What is the difference between a monarch, an emperor, and a dictator?	What is the difference between monarch and monarchy?	0
4980	9822	9823	Which non Arabic speaking countries use Arabic at the UN or other international conferences, meetings and summits?	Which non Arabic speaking Muslim majority countries use Arabic at the UN?	1
4981	9824	9825	How can the big bang theory be more acceptable than all the other universe creation theories, all just theories, why aren't they equally possible?	In The Big Bang Theory it can be seen that penny who is a medical representative earns more than Leonard who is a scientist. How is this possible?	0
4982	9826	9827	How do I loose weight fast?	How do I lose weight fast?	1
4983	9828	9829	How do I set up a restaurant?	What is the cost of setting up a good restaurant in Mumbai?	0
4984	9830	967	"Why are some of my questions being marked as ""Needs Improvement"" no matter what I do to improve it?"	"Why was my question marked as ""needs improvement?"""	1
4985	9831	9832	How do you make friends in your 30s? I find it that the social circle for most people is mostly formed in their 20s and earlier.	How do I make close friends in my early 30s? And not just acquaintances? (I'm female if that's relevant)	0
4986	9833	9834	How do make personal assistant like jarvis?	How do I make personal assistant like jarvis?	1
4987	9835	5730	What is Quickbooks tech support number in Arizona?	What is the QuickBooks Hosting Support Number?	1
4988	9836	9837	Which is the best Android smartphone in 10000 INR?	Smartphones: What is the best phone to buy below 10k rupees?	0
4989	9838	9839	How do I stop heroin?	How do I stop using heroin?	1
4990	9840	9841	Which is the best health insurance plan for family?	What are the best health insurance plans for family?	1
4991	9842	9843	Why do girls cover their underwear with shorts or spandex underneath their skirts and dresses?	Why do girls wear black spandex shorts under their skirts and dresses?	0
4992	9844	9845	What are some things new employees should know going into their first day at Team?	What are some things new employees should know going into their first day at Vantiv?	0
4993	9846	9847	What are the average CPM/CPC rates in India?	What kind of CPM rates do radio stations in India get?	0
4994	9848	9849	Who is currently winning the presidential election?	Who is going to win the presidential election?	1
4995	9850	9851	What has a better ROI,  marketing on radio stations or Facebook?	How does a pirate radio station work?	0
4996	9852	9853	Which mobile is good for 50k?	Which mobile is good within 20k?	0
4997	9854	9855	Is the character Jane in the movie Predestination a paradox of the time machine?	What actually happened in predestination?	0
4998	9856	9857	How true are near death experiences?	Are Near Death Experiences (NDEs) real?	1
4999	9858	9859	How much does U.S. $500,000 weigh in cash?	Can you be rich with $500,000?	0
